Name ,Id ,Number  of  calls ,Min  time ,Max  time ,Average  time
prop_getter ,47 ,31744 ,0.004000 ,0.733000 ,0.000023090977823
assignment ,48 ,31744 ,0.002000 ,0.141000 ,0.000004441784274
call_n ,49 ,31744 ,0.001000 ,0.062000 ,0.000001953125000
meta ,50 ,31744 ,0.001000 ,0.145000 ,0.000004567792339
meta ,51 ,31744 ,0.006000 ,0.215000 ,0.000006772933468
assignment ,52 ,31744 ,0.003000 ,0.175000 ,0.000005512852823
assignment ,53 ,31744 ,0.002000 ,0.166000 ,0.000005229334677
prop_getter ,54 ,31744 ,0.004000 ,0.208000 ,0.000006552419355
assignment ,55 ,31744 ,0.002000 ,0.118000 ,0.000003717237903
call_n ,56 ,31744 ,0.000000 ,0.103000 ,0.103000000000000
meta ,57 ,31744 ,0.000000 ,0.022000 ,0.022000000000000
meta ,58 ,31744 ,0.006000 ,0.218000 ,0.000006867439516
assignment ,59 ,31744 ,0.003000 ,0.085000 ,0.000002677671371
unary_minus ,60 ,31744 ,0.002000 ,0.127000 ,0.000004000756048
assignment ,61 ,31744 ,0.002000 ,0.074000 ,0.000002331149194
assignment ,62 ,31744 ,0.002000 ,0.218000 ,0.000006867439516
prop_getter ,63 ,31744 ,0.004000 ,0.208000 ,0.000006552419355
assignment ,64 ,31744 ,0.002000 ,0.616000 ,0.000019405241935
call_n ,65 ,31744 ,0.001000 ,0.045000 ,0.000001417590726
meta ,66 ,31744 ,0.000000 ,0.080000 ,0.080000000000000
assignment ,68 ,31744 ,0.002000 ,0.181000 ,0.000005701864919
assignment ,69 ,31744 ,0.000000 ,0.080000 ,0.080000000000000
substraction ,70 ,63488 ,0.000000 ,0.122000 ,0.122000000000000
meta ,71 ,31744 ,0.014000 ,0.328000 ,0.000010332661290
addition ,72 ,31744 ,0.002000 ,0.229000 ,0.000007213961694
assignment ,73 ,31744 ,0.001000 ,0.130000 ,0.000004095262097
assignment ,74 ,31744 ,0.002000 ,0.182000 ,0.000005733366935
prop_getter ,75 ,31744 ,0.004000 ,0.104000 ,0.000003276209677
assignment ,76 ,31744 ,0.002000 ,0.101000 ,0.000003181703629
call_n ,77 ,31744 ,0.000000 ,0.045000 ,0.045000000000000
meta ,78 ,31744 ,0.001000 ,0.092000 ,0.000002898185484
assignment ,80 ,31744 ,0.002000 ,0.125000 ,0.000003937752016
unary_minus ,81 ,63488 ,0.000000 ,0.077000 ,0.077000000000000
meta ,82 ,31744 ,0.013000 ,2.695000 ,0.000084897933468
addition ,83 ,31744 ,0.004000 ,5.340000 ,0.000168220766129
assignment ,84 ,31744 ,0.001000 ,0.094000 ,0.000002961189516
assignment ,85 ,31744 ,0.001000 ,9.308001 ,0.000293220797631
assignment ,86 ,31744 ,0.002000 ,0.192000 ,0.000006048387097
assignment ,87 ,31744 ,0.002000 ,1.281000 ,0.000040354082661
assignment ,88 ,31744 ,0.001000 ,1.770000 ,0.000055758568548
addition ,89 ,31744 ,0.001000 ,0.112000 ,0.000003528225806
multiplication ,90 ,31744 ,0.001000 ,0.140000 ,0.000004410282258
division ,91 ,31744 ,0.001000 ,0.109000 ,0.000003433719758
addition ,92 ,31744 ,0.004000 ,4.053000 ,0.000127677671371
assignment ,93 ,31744 ,0.001000 ,0.172000 ,0.000005418346774
assignment ,94 ,31744 ,0.001000 ,0.078000 ,0.000002457157258
assignment ,95 ,31744 ,0.003000 ,0.223000 ,0.000007024949597
multiplication ,96 ,31744 ,0.003000 ,0.680000 ,0.000021421370968
multiplication ,97 ,31744 ,0.003000 ,0.132000 ,0.000004158266129
division ,98 ,31744 ,0.001000 ,0.117000 ,0.000003685735887
addition ,99 ,31744 ,0.004000 ,2.952000 ,0.000092993951613
assignment ,100 ,31744 ,0.001000 ,0.192000 ,0.000006048387097
assignment ,101 ,31744 ,0.001000 ,0.083000 ,0.000002614667339
assignment ,102 ,31744 ,0.002000 ,10.889999 ,0.000343056924143
multiplication ,103 ,31744 ,0.003000 ,0.179000 ,0.000005638860887
multiplication ,104 ,31744 ,0.003000 ,0.319000 ,0.000010049143145
division ,105 ,31744 ,0.001000 ,0.124000 ,0.000003906250000
addition ,106 ,31744 ,0.005000 ,0.197000 ,0.000006205897177
assignment ,107 ,31744 ,0.001000 ,0.156000 ,0.000004914314516
assignment ,108 ,31744 ,0.001000 ,0.178000 ,0.000005607358871
division ,109 ,31744 ,0.003000 ,0.221000 ,0.000006961945565
addition ,110 ,31744 ,0.005000 ,0.164000 ,0.000005166330645
assignment ,111 ,31744 ,0.001000 ,0.119000 ,0.000003748739919
assignment ,112 ,31744 ,0.001000 ,0.190000 ,0.000005985383065
division ,113 ,31744 ,0.002000 ,0.249000 ,0.000007844002016
addition ,114 ,31744 ,0.005000 ,0.352000 ,0.000011088709677
assignment ,115 ,31744 ,0.001000 ,0.199000 ,0.000006268901210
assignment ,116 ,31744 ,0.002000 ,0.107000 ,0.000003370715726
division ,117 ,31744 ,0.003000 ,0.127000 ,0.000004000756048
addition ,118 ,31744 ,0.005000 ,0.269000 ,0.000008474042339
assignment ,119 ,31744 ,0.002000 ,0.115000 ,0.000003622731855
assignment ,120 ,31744 ,0.002000 ,0.128000 ,0.000004032258065
assignment ,121 ,31744 ,0.000000 ,0.034000 ,0.034000000000000
multiplication ,122 ,31744 ,0.003000 ,0.265000 ,0.000008348034274
assignment ,123 ,31744 ,0.000000 ,0.082000 ,0.082000000000000
substraction ,124 ,31744 ,0.001000 ,0.161000 ,0.000005071824597
division ,125 ,31744 ,0.001000 ,0.174000 ,0.000005481350806
addition ,126 ,31744 ,0.005000 ,0.214000 ,0.000006741431452
assignment ,127 ,31744 ,0.002000 ,0.141000 ,0.000004441784274
post_incr ,128 ,31749 ,0.004000 ,6.919000 ,0.000217928123720
assignment ,129 ,31749 ,0.002000 ,0.152000 ,0.000004787552364
less_or_equal_than ,130 ,31749 ,0.003000 ,4.580000 ,0.000144256512016
is_true_jmp_up ,131 ,5 ,0.001000 ,0.001000 ,0.000200000000000
assignment ,132 ,5 ,0.002000 ,0.002000 ,0.000400000000000
addition ,133 ,5 ,0.003000 ,0.004000 ,0.000800000000000
addition ,134 ,5 ,0.003000 ,0.004000 ,0.000800000000000
addition ,135 ,10 ,0.001000 ,0.004000 ,0.000400000000000
ret ,137 ,1 ,0.023000 ,0.023000 ,0.023000000000000
assignment ,138 ,1 ,0.002000 ,0.002000 ,0.002000000000000
assignment ,139 ,1 ,0.007000 ,0.007000 ,0.007000000000000
assignment ,140 ,1 ,0.003000 ,0.003000 ,0.003000000000000
assignment ,141 ,1 ,0.004000 ,0.004000 ,0.004000000000000
jmp_down ,142 ,5 ,0.001000 ,0.001000 ,0.000200000000000
call_n ,143 ,10 ,0.000000 ,0.002000 ,0.002000000000000
meta ,144 ,5 ,318.450012 ,5477.906250 ,1095.581249999999955
addition ,145 ,5 ,0.007000 ,0.013000 ,0.002600000000000
assignment ,146 ,5 ,0.003000 ,0.005000 ,0.001000000000000
assignment ,147 ,5 ,0.001000 ,0.001000 ,0.000200000000000
multiplication ,148 ,6 ,0.008000 ,0.013000 ,0.002166666666667
assignment ,149 ,6 ,0.003000 ,0.005000 ,0.000833333333333
assignment ,150 ,6 ,0.002000 ,0.005000 ,0.000833333333333
less_or_equal_than ,151 ,6 ,0.002000 ,0.004000 ,0.000666666666667
is_true_jmp_up ,152 ,1 ,0.001000 ,0.001000 ,0.001000000000000
assignment ,153 ,1 ,0.003000 ,0.003000 ,0.003000000000000
assignment ,154 ,1 ,0.006000 ,0.006000 ,0.006000000000000
assignment ,155 ,1 ,0.005000 ,0.005000 ,0.005000000000000
not_equal_value ,156 ,1 ,0.006000 ,0.006000 ,0.006000000000000
throw_value ,163 ,2 ,0.000000 ,0.001000 ,0.001000000000000
