Name ,Id ,Number  of  calls ,Min  time ,Max  time ,Average  time
assignment ,76 ,8 ,0.000000 ,0.000003 ,0.000000375000000
assignment ,78 ,4 ,0.000002 ,0.000003 ,0.000000750000000
unary_minus ,79 ,8 ,0.000001 ,0.000002 ,0.000000250000000
assignment ,81 ,4 ,0.000002 ,0.000003 ,0.000000750000000
unary_minus ,82 ,4 ,0.000001 ,0.000001 ,0.000000250000000
multiplication ,83 ,8 ,0.000000 ,0.000004 ,0.000000500000000
assignment ,85 ,4 ,0.000002 ,0.000003 ,0.000000750000000
multiplication ,86 ,8 ,0.000000 ,0.000003 ,0.000000375000000
assignment ,88 ,4 ,0.000002 ,0.000004 ,0.000001000000000
multiplication ,89 ,8 ,0.000000 ,0.000003 ,0.000000375000000
assignment ,91 ,4 ,0.000003 ,0.000003 ,0.000000750000000
multiplication ,92 ,8 ,0.000000 ,0.000004 ,0.000000500000000
retval ,93 ,4 ,0.000001 ,0.000001 ,0.000000250000000
func_decl_n ,95 ,1 ,0.000032 ,0.000032 ,0.000032000000000
meta ,101 ,4 ,0.000000 ,0.000000 ,0.000000000000000
assignment ,103 ,4 ,0.000003 ,0.000003 ,0.000000750000000
unary_minus ,104 ,8 ,0.000000 ,0.000001 ,0.000000125000000
assignment ,106 ,4 ,0.000003 ,0.000004 ,0.000001000000000
unary_minus ,107 ,8 ,0.000000 ,0.000001 ,0.000000125000000
assignment ,109 ,4 ,0.000003 ,0.000004 ,0.000001000000000
multiplication ,110 ,8 ,0.000000 ,0.000004 ,0.000000500000000
assignment ,112 ,4 ,0.000003 ,0.000004 ,0.000001000000000
multiplication ,113 ,8 ,0.000000 ,0.000003 ,0.000000375000000
assignment ,115 ,4 ,0.000003 ,0.000004 ,0.000001000000000
unary_minus ,116 ,4 ,0.000001 ,0.000001 ,0.000000250000000
multiplication ,117 ,8 ,0.000000 ,0.000003 ,0.000000375000000
assignment ,119 ,4 ,0.000003 ,0.000004 ,0.000001000000000
multiplication ,120 ,8 ,0.000001 ,0.000003 ,0.000000375000000
retval ,121 ,4 ,0.000001 ,0.000001 ,0.000000250000000
func_decl_n ,123 ,1 ,0.000033 ,0.000033 ,0.000033000000000
meta ,129 ,4 ,0.000000 ,0.000001 ,0.000000250000000
assignment ,131 ,4 ,0.000003 ,0.000005 ,0.000001250000000
unary_minus ,132 ,8 ,0.000000 ,0.000002 ,0.000000250000000
assignment ,134 ,8 ,0.000000 ,0.000004 ,0.000000500000000
assignment ,136 ,4 ,0.000004 ,0.000004 ,0.000001000000000
multiplication ,137 ,8 ,0.000000 ,0.000004 ,0.000000500000000
assignment ,139 ,4 ,0.000003 ,0.000005 ,0.000001250000000
multiplication ,140 ,8 ,0.000000 ,0.000003 ,0.000000375000000
assignment ,142 ,4 ,0.000003 ,0.000005 ,0.000001250000000
unary_minus ,143 ,4 ,0.000001 ,0.000002 ,0.000000500000000
multiplication ,144 ,8 ,0.000001 ,0.000003 ,0.000000375000000
assignment ,146 ,4 ,0.000004 ,0.000005 ,0.000001250000000
multiplication ,147 ,8 ,0.000001 ,0.000004 ,0.000000500000000
retval ,148 ,4 ,0.000001 ,0.000001 ,0.000000250000000
func_decl_n ,150 ,1 ,0.000039 ,0.000039 ,0.000039000000000
meta ,156 ,4 ,0.000000 ,0.000001 ,0.000000250000000
assignment ,158 ,8 ,0.000000 ,0.000005 ,0.000000625000000
assignment ,160 ,8 ,0.000001 ,0.000004 ,0.000000500000000
assignment ,162 ,8 ,0.000000 ,0.000005 ,0.000000625000000
assignment ,164 ,8 ,0.000001 ,0.000004 ,0.000000500000000
assignment ,166 ,8 ,0.000000 ,0.000005 ,0.000000625000000
meta ,167 ,4 ,0.000001 ,0.000001 ,0.000000250000000
retval ,168 ,4 ,0.000001 ,0.000001 ,0.000000250000000
func_decl_n ,170 ,1 ,0.000040 ,0.000040 ,0.000040000000000
var_decl ,176 ,4 ,0.000003 ,0.000003 ,0.000000750000000
var_decl ,177 ,4 ,0.000002 ,0.000003 ,0.000000750000000
var_decl ,178 ,4 ,0.000003 ,0.000003 ,0.000000750000000
var_decl ,179 ,4 ,0.000006 ,0.000025 ,0.000006250000000
var_decl ,180 ,4 ,0.000005 ,0.000006 ,0.000001500000000
var_decl ,181 ,4 ,0.000005 ,0.000006 ,0.000001500000000
var_decl ,182 ,4 ,0.000005 ,0.000010 ,0.000002500000000
this_binding ,183 ,4 ,0.000001 ,0.000001 ,0.000000250000000
assignment ,184 ,4 ,0.000004 ,0.000005 ,0.000001250000000
prop_setter ,185 ,4 ,0.000040 ,0.000079 ,0.000019750000000
assignment ,186 ,4 ,0.000004 ,0.000005 ,0.000001250000000
assignment ,187 ,4 ,0.000002 ,0.000006 ,0.000001500000000
assignment ,188 ,4 ,0.000004 ,0.000005 ,0.000001250000000
assignment ,189 ,4 ,0.000002 ,0.000005 ,0.000001250000000
assignment ,190 ,4 ,0.000004 ,0.000004 ,0.000001000000000
assignment ,191 ,4 ,0.000002 ,0.000003 ,0.000000750000000
this_binding ,192 ,4 ,0.000000 ,0.000001 ,0.000000250000000
assignment ,193 ,4 ,0.000004 ,0.000005 ,0.000001250000000
prop_getter ,194 ,4 ,0.000003 ,0.000004 ,0.000001000000000
assignment ,195 ,4 ,0.000004 ,0.000005 ,0.000001250000000
prop_getter ,196 ,4 ,0.000002 ,0.000003 ,0.000000750000000
assignment ,197 ,4 ,0.000005 ,0.000006 ,0.000001500000000
assignment ,198 ,4 ,0.000001 ,0.000001 ,0.000000250000000
assignment ,199 ,4 ,0.000005 ,0.000008 ,0.000002000000000
is_true_jmp_up ,200 ,20 ,0.000001 ,0.000002 ,0.000000100000000
this_binding ,201 ,20 ,0.000000 ,0.000001 ,0.000000050000000
assignment ,202 ,20 ,0.000004 ,0.000006 ,0.000000300000000
prop_getter ,203 ,20 ,0.000002 ,0.000003 ,0.000000150000000
prop_getter ,204 ,20 ,0.000007 ,0.000009 ,0.000000450000000
assignment ,205 ,20 ,0.000004 ,0.000006 ,0.000000300000000
assignment ,206 ,20 ,0.000001 ,0.000002 ,0.000000100000000
prop_getter ,207 ,20 ,0.000006 ,0.000008 ,0.000000400000000
assignment ,208 ,20 ,0.000005 ,0.000006 ,0.000000300000000
assignment ,209 ,20 ,0.000001 ,0.000002 ,0.000000100000000
prop_getter ,210 ,20 ,0.000006 ,0.000009 ,0.000000450000000
multiplication ,211 ,20 ,0.000005 ,0.000010 ,0.000000500000000
addition ,212 ,20 ,0.000004 ,0.000006 ,0.000000300000000
assignment ,213 ,20 ,0.000002 ,0.000004 ,0.000000200000000
assignment ,214 ,20 ,0.000001 ,0.000010 ,0.000000500000000
prop_getter ,215 ,20 ,0.000006 ,0.000015 ,0.000000750000000
multiplication ,216 ,20 ,0.000005 ,0.000007 ,0.000000350000000
addition ,217 ,20 ,0.000005 ,0.000030 ,0.000001500000000
assignment ,218 ,20 ,0.000002 ,0.000003 ,0.000000150000000
assignment ,219 ,20 ,0.000001 ,0.000026 ,0.000001300000000
prop_getter ,220 ,20 ,0.000006 ,0.000008 ,0.000000400000000
multiplication ,221 ,20 ,0.000005 ,0.000007 ,0.000000350000000
addition ,222 ,20 ,0.000005 ,0.000073 ,0.000003650000000
assignment ,223 ,20 ,0.000002 ,0.000003 ,0.000000150000000
jmp_down ,224 ,24 ,0.000009 ,0.000011 ,0.000000458333333
assignment ,225 ,24 ,0.000004 ,0.000006 ,0.000000250000000
less_than ,226 ,24 ,0.000006 ,0.000009 ,0.000000375000000
is_true_jmp_up ,227 ,4 ,0.000001 ,0.000001 ,0.000000250000000
this_binding ,228 ,4 ,0.000001 ,0.000001 ,0.000000250000000
assignment ,229 ,4 ,0.000004 ,0.000005 ,0.000001250000000
prop_getter ,230 ,4 ,0.000002 ,0.000003 ,0.000000750000000
assignment ,231 ,4 ,0.000001 ,0.000001 ,0.000000250000000
prop_getter ,232 ,4 ,0.000002 ,0.000003 ,0.000000750000000
assignment ,233 ,4 ,0.000002 ,0.000002 ,0.000000500000000
prop_getter ,234 ,4 ,0.000003 ,0.000004 ,0.000001000000000
meta ,237 ,4 ,0.000000 ,0.000000 ,0.000000000000000
meta ,238 ,4 ,0.000000 ,0.000001 ,0.000000250000000
ret ,239 ,4 ,0.000001 ,0.000001 ,0.000000250000000
func_decl_n ,240 ,1 ,0.000050 ,0.000050 ,0.000050000000000
assignment ,241 ,1 ,0.000001 ,0.000001 ,0.000001000000000
assignment ,242 ,1 ,0.000004 ,0.000004 ,0.000004000000000
assignment ,243 ,1 ,0.000001 ,0.000001 ,0.000001000000000
multiplication ,244 ,1 ,0.000003 ,0.000003 ,0.000003000000000
multiplication ,245 ,1 ,0.000003 ,0.000003 ,0.000003000000000
assignment ,246 ,1 ,0.000003 ,0.000003 ,0.000003000000000
assignment ,247 ,1 ,0.000001 ,0.000001 ,0.000001000000000
assignment ,248 ,1 ,0.000002 ,0.000002 ,0.000002000000000
assignment ,249 ,1 ,0.000002 ,0.000002 ,0.000002000000000
prop_getter ,250 ,1 ,0.000006 ,0.000006 ,0.000006000000000
assignment ,251 ,1 ,0.000001 ,0.000001 ,0.000001000000000
this_binding ,259 ,4 ,0.000000 ,0.000001 ,0.000000250000000
assignment ,260 ,4 ,0.000001 ,0.000002 ,0.000000500000000
unary_minus ,261 ,4 ,0.000003 ,0.000004 ,0.000001000000000
division ,262 ,4 ,0.000003 ,0.000004 ,0.000001000000000
prop_setter ,263 ,4 ,0.000004 ,0.000005 ,0.000001250000000
this_binding ,264 ,4 ,0.000000 ,0.000001 ,0.000000250000000
assignment ,265 ,4 ,0.000001 ,0.000002 ,0.000000500000000
unary_minus ,266 ,4 ,0.000002 ,0.000003 ,0.000000750000000
division ,267 ,4 ,0.000002 ,0.000002 ,0.000000500000000
prop_setter ,268 ,4 ,0.000003 ,0.000005 ,0.000001250000000
this_binding ,269 ,4 ,0.000001 ,0.000001 ,0.000000250000000
assignment ,270 ,4 ,0.000001 ,0.000002 ,0.000000500000000
unary_minus ,271 ,4 ,0.000002 ,0.000003 ,0.000000750000000
division ,272 ,4 ,0.000002 ,0.000003 ,0.000000750000000
prop_setter ,273 ,4 ,0.000003 ,0.000004 ,0.000001000000000
this_binding ,274 ,8 ,0.000000 ,0.000001 ,0.000000125000000
func_expr_n ,276 ,1 ,0.000012 ,0.000012 ,0.000012000000000
prop_setter ,277 ,1 ,0.000014 ,0.000014 ,0.000014000000000
assignment ,278 ,1 ,0.000002 ,0.000002 ,0.000002000000000
prop_getter ,279 ,1 ,0.000007 ,0.000007 ,0.000007000000000
assignment ,280 ,1 ,0.000005 ,0.000005 ,0.000005000000000
var_decl ,286 ,4500 ,0.000005 ,0.000109 ,0.000000024222222
var_decl ,287 ,4500 ,0.000005 ,0.000047 ,0.000000010444444
var_decl ,288 ,4500 ,0.000005 ,0.000103 ,0.000000022888889
var_decl ,289 ,4500 ,0.000005 ,0.000280 ,0.000000062222222
var_decl ,290 ,4500 ,0.000005 ,0.000115 ,0.000000025555556
var_decl ,291 ,4500 ,0.000004 ,0.000135 ,0.000000030000000
var_decl ,292 ,4500 ,0.000005 ,0.000096 ,0.000000021333333
var_decl ,293 ,4500 ,0.000005 ,0.000060 ,0.000000013333333
var_decl ,294 ,4500 ,0.000005 ,0.000035 ,0.000000007777778
var_decl ,295 ,4500 ,0.000005 ,0.000051 ,0.000000011333333
var_decl ,296 ,4500 ,0.000006 ,0.000040 ,0.000000008888889
this_binding ,297 ,4500 ,0.000000 ,0.000007 ,0.000000001555556
assignment ,298 ,4500 ,0.000004 ,0.000099 ,0.000000022000000
prop_getter ,299 ,4500 ,0.000002 ,0.000055 ,0.000000012222222
assignment ,300 ,4500 ,0.000004 ,0.000063 ,0.000000014000000
prop_getter ,301 ,4500 ,0.000002 ,0.000074 ,0.000000016444444
assignment ,302 ,4500 ,0.000004 ,0.000100 ,0.000000022222222
assignment ,303 ,4500 ,0.000000 ,0.000083 ,0.000000018444444
assignment ,304 ,4500 ,0.000004 ,0.000060 ,0.000000013333333
is_true_jmp_up ,305 ,22500 ,0.000001 ,0.001753 ,0.000000077911111
this_binding ,306 ,22500 ,0.000001 ,0.000023 ,0.000000001022222
assignment ,307 ,22500 ,0.000004 ,0.000210 ,0.000000009333333
prop_getter ,308 ,22500 ,0.000002 ,0.000255 ,0.000000011333333
prop_getter ,309 ,22500 ,0.000006 ,0.000132 ,0.000000005866667
assignment ,310 ,22500 ,0.000005 ,0.000233 ,0.000000010355556
assignment ,311 ,22500 ,0.000004 ,0.000101 ,0.000000004488889
assignment ,312 ,22500 ,0.000000 ,0.000913 ,0.000000040577778
addition ,313 ,22500 ,0.000002 ,0.001208 ,0.000000053688889
assignment ,314 ,22500 ,0.000005 ,0.000345 ,0.000000015333333
is_true_jmp_up ,315 ,45000 ,0.000001 ,0.000132 ,0.000000002933333
this_binding ,316 ,45000 ,0.000000 ,0.000053 ,0.000000001177778
assignment ,317 ,45000 ,0.000004 ,0.000119 ,0.000000002644444
prop_getter ,318 ,45000 ,0.000002 ,0.000300 ,0.000000006666667
prop_getter ,319 ,45000 ,0.000007 ,0.000253 ,0.000000005622222
assignment ,320 ,45000 ,0.000005 ,0.000397 ,0.000000008822222
assignment ,321 ,45000 ,0.000001 ,0.000107 ,0.000000002377778
prop_getter ,322 ,45000 ,0.000007 ,0.001003 ,0.000000022288889
assignment ,323 ,45000 ,0.000001 ,0.000274 ,0.000000006088889
prop_getter ,324 ,45000 ,0.000007 ,0.001234 ,0.000000027422222
substraction ,325 ,45000 ,0.000001 ,0.000095 ,0.000000002111111
assignment ,326 ,45000 ,0.000005 ,0.000261 ,0.000000005800000
assignment ,327 ,45000 ,0.000001 ,0.000132 ,0.000000002933333
prop_getter ,328 ,45000 ,0.000007 ,0.000187 ,0.000000004155556
assignment ,329 ,45000 ,0.000001 ,0.000087 ,0.000000001933333
prop_getter ,330 ,45000 ,0.000007 ,0.001852 ,0.000000041155556
substraction ,331 ,45000 ,0.000001 ,0.000108 ,0.000000002400000
assignment ,332 ,45000 ,0.000005 ,0.001007 ,0.000000022377778
assignment ,333 ,45000 ,0.000001 ,0.000121 ,0.000000002688889
prop_getter ,334 ,45000 ,0.000007 ,0.000522 ,0.000000011600000
assignment ,335 ,45000 ,0.000001 ,0.000163 ,0.000000003622222
prop_getter ,336 ,45000 ,0.000007 ,0.000266 ,0.000000005911111
substraction ,337 ,45000 ,0.000001 ,0.000110 ,0.000000002444444
assignment ,338 ,45000 ,0.000005 ,0.000181 ,0.000000004022222
assignment ,339 ,45000 ,0.000005 ,0.001916 ,0.000000042577778
prop_getter ,340 ,45000 ,0.000012 ,0.000708 ,0.000000015733333
assignment ,341 ,45000 ,0.000006 ,0.000214 ,0.000000004755556
multiplication ,345 ,45000 ,0.000005 ,0.000258 ,0.000000005733333
assignment ,346 ,45000 ,0.000005 ,0.000133 ,0.000000002955556
multiplication ,347 ,45000 ,0.000005 ,0.000459 ,0.000000010200000
addition ,348 ,45000 ,0.000001 ,0.000169 ,0.000000003755556
assignment ,349 ,45000 ,0.000005 ,0.003687 ,0.000000081933333
multiplication ,350 ,45000 ,0.000005 ,0.000126 ,0.000000002800000
addition ,351 ,90000 ,0.000000 ,0.000215 ,0.000000002388889
assignment ,353 ,45000 ,0.000006 ,0.000267 ,0.000000005933333
assignment ,354 ,45000 ,0.000005 ,0.000179 ,0.000000003977778
assignment ,355 ,45000 ,0.000005 ,0.000880 ,0.000000019555556
multiplication ,356 ,45000 ,0.000005 ,0.000599 ,0.000000013311111
multiplication ,357 ,45000 ,0.000005 ,0.000374 ,0.000000008311111
division ,358 ,45000 ,0.000001 ,0.000165 ,0.000000003666667
assignment ,359 ,45000 ,0.000005 ,0.001650 ,0.000000036666667
assignment ,360 ,45000 ,0.000001 ,0.000222 ,0.000000004933333
assignment ,361 ,45000 ,0.000005 ,0.000250 ,0.000000005555556
assignment ,362 ,45000 ,0.000001 ,0.001671 ,0.000000037133333
prop_getter ,363 ,45000 ,0.000007 ,0.001056 ,0.000000023466667
multiplication ,364 ,45000 ,0.000001 ,0.001796 ,0.000000039911111
multiplication ,365 ,45000 ,0.000005 ,0.000913 ,0.000000020288889
prop_getter ,366 ,45000 ,0.000007 ,0.000999 ,0.000000022200000
substraction ,367 ,45000 ,0.000001 ,0.000100 ,0.000000002222222
prop_setter ,368 ,45000 ,0.000007 ,0.001217 ,0.000000027044444
assignment ,369 ,45000 ,0.000001 ,0.000290 ,0.000000006444444
assignment ,370 ,45000 ,0.000005 ,0.000233 ,0.000000005177778
assignment ,371 ,45000 ,0.000001 ,0.000099 ,0.000000002200000
prop_getter ,372 ,45000 ,0.000007 ,0.000454 ,0.000000010088889
multiplication ,373 ,45000 ,0.000001 ,0.000130 ,0.000000002888889
multiplication ,374 ,45000 ,0.000005 ,0.001051 ,0.000000023355556
prop_getter ,375 ,45000 ,0.000007 ,0.003749 ,0.000000083311111
substraction ,376 ,45000 ,0.000001 ,0.000133 ,0.000000002955556
prop_setter ,377 ,45000 ,0.000007 ,0.000140 ,0.000000003111111
assignment ,378 ,45000 ,0.000001 ,0.000073 ,0.000000001622222
assignment ,379 ,45000 ,0.000005 ,0.000323 ,0.000000007177778
assignment ,380 ,45000 ,0.000001 ,0.000346 ,0.000000007688889
prop_getter ,381 ,45000 ,0.000007 ,0.000968 ,0.000000021511111
multiplication ,382 ,45000 ,0.000001 ,0.000065 ,0.000000001444444
multiplication ,383 ,45000 ,0.000006 ,0.000389 ,0.000000008644444
prop_getter ,384 ,45000 ,0.000007 ,0.000479 ,0.000000010644444
substraction ,385 ,45000 ,0.000001 ,0.000130 ,0.000000002888889
prop_setter ,386 ,45000 ,0.000007 ,0.000412 ,0.000000009155556
assignment ,387 ,45000 ,0.000001 ,0.000161 ,0.000000003577778
assignment ,388 ,45000 ,0.000005 ,0.000279 ,0.000000006200000
assignment ,389 ,45000 ,0.000001 ,0.000129 ,0.000000002866667
prop_getter ,390 ,45000 ,0.000007 ,0.000485 ,0.000000010777778
multiplication ,391 ,45000 ,0.000001 ,0.000072 ,0.000000001600000
multiplication ,392 ,45000 ,0.000005 ,0.000649 ,0.000000014422222
prop_getter ,393 ,45000 ,0.000007 ,0.000367 ,0.000000008155556
addition ,394 ,45000 ,0.000001 ,0.001374 ,0.000000030533333
prop_setter ,395 ,45000 ,0.000007 ,0.000499 ,0.000000011088889
assignment ,396 ,45000 ,0.000001 ,0.000079 ,0.000000001755556
assignment ,397 ,45000 ,0.000005 ,0.000218 ,0.000000004844444
assignment ,398 ,45000 ,0.000001 ,0.000087 ,0.000000001933333
prop_getter ,399 ,45000 ,0.000006 ,0.000194 ,0.000000004311111
multiplication ,400 ,45000 ,0.000001 ,0.000129 ,0.000000002866667
multiplication ,401 ,45000 ,0.000005 ,0.000151 ,0.000000003355556
prop_getter ,402 ,45000 ,0.000007 ,0.000372 ,0.000000008266667
addition ,403 ,45000 ,0.000001 ,0.000069 ,0.000000001533333
prop_setter ,404 ,45000 ,0.000007 ,0.001308 ,0.000000029066667
assignment ,405 ,45000 ,0.000001 ,0.000067 ,0.000000001488889
assignment ,406 ,45000 ,0.000005 ,0.000171 ,0.000000003800000
assignment ,407 ,45000 ,0.000001 ,0.000125 ,0.000000002777778
prop_getter ,408 ,45000 ,0.000006 ,0.001634 ,0.000000036311111
multiplication ,409 ,45000 ,0.000001 ,0.000580 ,0.000000012888889
multiplication ,410 ,45000 ,0.000005 ,0.000549 ,0.000000012200000
prop_getter ,411 ,45000 ,0.000007 ,0.000927 ,0.000000020600000
addition ,412 ,45000 ,0.000001 ,0.000188 ,0.000000004177778
prop_setter ,413 ,45000 ,0.000007 ,0.000542 ,0.000000012044444
jmp_down ,414 ,67500 ,0.000000 ,0.000371 ,0.000000005496296
assignment ,415 ,67500 ,0.000005 ,0.000382 ,0.000000005659259
less_than ,416 ,67500 ,0.000006 ,0.000883 ,0.000000013081481
is_true_jmp_up ,417 ,22500 ,0.000001 ,0.000068 ,0.000000003022222
jmp_down ,418 ,27000 ,0.000009 ,0.000200 ,0.000000007407407
assignment ,419 ,27000 ,0.000004 ,0.000096 ,0.000000003555556
less_than ,420 ,27000 ,0.000006 ,0.000179 ,0.000000006629630
is_true_jmp_up ,421 ,4500 ,0.000001 ,0.000026 ,0.000000005777778
assignment ,422 ,4500 ,0.000001 ,0.000018 ,0.000000004000000
assignment ,423 ,4500 ,0.000004 ,0.001051 ,0.000000233555556
is_true_jmp_up ,424 ,22500 ,0.000001 ,0.000088 ,0.000000003911111
this_binding ,425 ,22500 ,0.000000 ,0.000551 ,0.000000024488889
assignment ,426 ,22500 ,0.000004 ,0.000117 ,0.000000005200000
prop_getter ,427 ,22500 ,0.000002 ,0.001064 ,0.000000047288889
prop_getter ,428 ,22500 ,0.000006 ,0.000785 ,0.000000034888889
assignment ,429 ,22500 ,0.000005 ,0.000096 ,0.000000004266667
assignment ,430 ,22500 ,0.000001 ,0.000147 ,0.000000006533333
assignment ,431 ,22500 ,0.000005 ,0.000168 ,0.000000007466667
assignment ,432 ,22500 ,0.000001 ,0.000079 ,0.000000003511111
prop_getter ,433 ,22500 ,0.000007 ,0.000138 ,0.000000006133333
multiplication ,434 ,22500 ,0.000001 ,0.000546 ,0.000000024266667
prop_getter ,435 ,22500 ,0.000007 ,0.000391 ,0.000000017377778
addition ,436 ,22500 ,0.000001 ,0.000127 ,0.000000005644444
prop_setter ,437 ,22500 ,0.000008 ,0.001407 ,0.000000062533333
assignment ,438 ,22500 ,0.000001 ,0.000051 ,0.000000002266667
assignment ,439 ,22500 ,0.000004 ,0.000127 ,0.000000005644444
assignment ,440 ,22500 ,0.000001 ,0.000130 ,0.000000005777778
prop_getter ,441 ,22500 ,0.000007 ,0.000327 ,0.000000014533333
multiplication ,442 ,22500 ,0.000001 ,0.000057 ,0.000000002533333
prop_getter ,443 ,22500 ,0.000007 ,0.000140 ,0.000000006222222
addition ,444 ,22500 ,0.000001 ,0.000064 ,0.000000002844444
prop_setter ,445 ,22500 ,0.000008 ,0.000329 ,0.000000014622222
assignment ,446 ,22500 ,0.000001 ,0.000248 ,0.000000011022222
assignment ,447 ,22500 ,0.000005 ,0.000141 ,0.000000006266667
assignment ,448 ,22500 ,0.000001 ,0.000211 ,0.000000009377778
prop_getter ,449 ,22500 ,0.000007 ,0.000937 ,0.000000041644444
multiplication ,450 ,22500 ,0.000001 ,0.000048 ,0.000000002133333
prop_getter ,451 ,22500 ,0.000007 ,0.000270 ,0.000000012000000
addition ,452 ,22500 ,0.000001 ,0.000066 ,0.000000002933333
prop_setter ,453 ,22500 ,0.000008 ,0.002187 ,0.000000097200000
jmp_down ,454 ,27000 ,0.000009 ,0.000246 ,0.000000009111111
assignment ,455 ,27000 ,0.000004 ,0.000142 ,0.000000005259259
less_than ,456 ,27000 ,0.000006 ,0.000518 ,0.000000019185185
is_true_jmp_up ,457 ,9000 ,0.000001 ,0.000069 ,0.000000007666667
func_expr_n ,458 ,1 ,0.000012 ,0.000012 ,0.000012000000000
prop_setter ,459 ,1 ,0.000021 ,0.000021 ,0.000021000000000
assignment ,460 ,1 ,0.000002 ,0.000002 ,0.000002000000000
prop_getter ,461 ,1 ,0.000007 ,0.000007 ,0.000007000000000
assignment ,462 ,1 ,0.000005 ,0.000005 ,0.000005000000000
var_decl ,468 ,8 ,0.000005 ,0.000011 ,0.000001375000000
var_decl ,469 ,8 ,0.000005 ,0.000011 ,0.000001375000000
var_decl ,470 ,8 ,0.000005 ,0.000011 ,0.000001375000000
var_decl ,471 ,8 ,0.000006 ,0.000012 ,0.000001500000000
var_decl ,472 ,8 ,0.000005 ,0.000009 ,0.000001125000000
var_decl ,473 ,8 ,0.000005 ,0.000010 ,0.000001250000000
var_decl ,474 ,8 ,0.000006 ,0.000011 ,0.000001375000000
var_decl ,475 ,8 ,0.000005 ,0.000011 ,0.000001375000000
var_decl ,476 ,8 ,0.000006 ,0.000011 ,0.000001375000000
assignment ,477 ,8 ,0.000004 ,0.000008 ,0.000001000000000
assignment ,478 ,8 ,0.000006 ,0.000012 ,0.000001500000000
this_binding ,479 ,8 ,0.000000 ,0.000001 ,0.000000125000000
assignment ,480 ,8 ,0.000004 ,0.000008 ,0.000001000000000
prop_getter ,481 ,8 ,0.000002 ,0.000007 ,0.000000875000000
assignment ,482 ,8 ,0.000004 ,0.000009 ,0.000001125000000
prop_getter ,483 ,8 ,0.000003 ,0.000006 ,0.000000750000000
assignment ,484 ,8 ,0.000004 ,0.000009 ,0.000001125000000
