Name ,Id ,Number  of  calls ,Min  time ,Max  time ,Average  time
assignment ,2088 ,2 ,0.000000 ,0.000001 ,0.000000500000000
is_true_jmp_up ,41 ,2736 ,0.000001 ,0.000100 ,0.000000036549708
assignment ,2090 ,2 ,0.000000 ,0.000000 ,0.000000000000000
assignment ,43 ,2736 ,0.000000 ,0.000053 ,0.000000019371345
assignment ,2092 ,2 ,0.000001 ,0.000001 ,0.000000500000000
prop_getter ,45 ,2736 ,0.000003 ,0.000179 ,0.000000065423977
assignment ,2094 ,2 ,0.000001 ,0.000001 ,0.000000500000000
prop_getter ,47 ,2736 ,0.000004 ,0.009911 ,0.000003622441520
assignment ,2096 ,2 ,0.000000 ,0.000000 ,0.000000000000000
assignment ,2056 ,2 ,0.000000 ,0.000001 ,0.000000500000000
assignment ,2098 ,2 ,0.000000 ,0.000001 ,0.000000500000000
assignment ,2100 ,2 ,0.000001 ,0.000001 ,0.000000500000000
division ,53 ,5472 ,0.000000 ,0.000290 ,0.000000052997076
assignment ,2102 ,2 ,0.000000 ,0.000000 ,0.000000000000000
prop_getter ,55 ,2736 ,0.000003 ,0.002089 ,0.000000763523392
assignment ,2104 ,2 ,0.000000 ,0.000001 ,0.000000500000000
jmp_down ,57 ,2907 ,0.000003 ,0.000153 ,0.000000052631579
assignment ,2106 ,2 ,0.000000 ,0.000000 ,0.000000000000000
assignment ,59 ,2907 ,0.000001 ,0.000052 ,0.000000017887857
assignment ,2108 ,2 ,0.000000 ,0.000000 ,0.000000000000000
less_than ,61 ,2907 ,0.000002 ,0.000606 ,0.000000208462332
assignment ,2110 ,2 ,0.000000 ,0.000000 ,0.000000000000000
assignment ,2112 ,2 ,0.000000 ,0.000001 ,0.000000500000000
assignment ,2114 ,2 ,0.000001 ,0.000001 ,0.000000500000000
meta ,67 ,171 ,0.000000 ,0.000001 ,0.000000005847953
assignment ,2116 ,2 ,0.000000 ,0.000000 ,0.000000000000000
assignment ,69 ,171 ,0.000001 ,0.000028 ,0.000000163742690
assignment ,2118 ,2 ,0.000000 ,0.000000 ,0.000000000000000
assignment ,71 ,171 ,0.000002 ,0.000006 ,0.000000035087719
assignment ,2120 ,2 ,0.000000 ,0.000001 ,0.000000500000000
assignment ,2122 ,2 ,0.000000 ,0.000001 ,0.000000500000000
assignment ,2124 ,2 ,0.000000 ,0.000000 ,0.000000000000000
assignment ,2126 ,2 ,0.000000 ,0.000001 ,0.000000500000000
assignment ,2128 ,2 ,0.000000 ,0.000001 ,0.000000500000000
assignment ,98 ,171 ,0.000001 ,0.000008 ,0.000000046783626
assignment ,2130 ,2 ,0.000001 ,0.000001 ,0.000000500000000
assignment ,2132 ,2 ,0.000000 ,0.000000 ,0.000000000000000
assignment ,2134 ,2 ,0.000000 ,0.000000 ,0.000000000000000
meta ,87 ,2223 ,0.000001 ,0.000080 ,0.000000035987404
assignment ,2136 ,2 ,0.000000 ,0.000000 ,0.000000000000000
assignment ,2138 ,2 ,0.000000 ,0.000000 ,0.000000000000000
jmp_down ,91 ,2394 ,0.000003 ,0.000155 ,0.000000064745196
assignment ,2140 ,2 ,0.000001 ,0.000001 ,0.000000500000000
less_than ,93 ,2394 ,0.000002 ,0.000523 ,0.000000218462824
assignment ,2142 ,2 ,0.000000 ,0.000000 ,0.000000000000000
assignment ,2144 ,2 ,0.000000 ,0.000000 ,0.000000000000000
var_decl ,16 ,171 ,0.000001 ,0.000038 ,0.000000222222222
assignment ,2146 ,2 ,0.000000 ,0.000001 ,0.000000500000000
assignment ,2148 ,2 ,0.000001 ,0.000001 ,0.000000500000000
assignment ,2150 ,2 ,0.000000 ,0.000001 ,0.000000500000000
assignment ,2152 ,2 ,0.000000 ,0.000000 ,0.000000000000000
meta ,105 ,171 ,0.000001 ,0.000004 ,0.000000023391813
assignment ,2154 ,2 ,0.000001 ,0.000001 ,0.000000500000000
assignment ,2156 ,2 ,0.000000 ,0.000000 ,0.000000000000000
var_decl ,18 ,171 ,0.000001 ,0.000109 ,0.000000637426901
assignment ,2158 ,2 ,0.000000 ,0.000000 ,0.000000000000000
multiplication ,111 ,342 ,0.000000 ,0.000161 ,0.000000470760234
assignment ,2160 ,2 ,0.000001 ,0.000003 ,0.000001500000000
assignment ,113 ,171 ,0.000002 ,0.000009 ,0.000000052631579
assignment ,2162 ,2 ,0.000000 ,0.000001 ,0.000000500000000
assignment ,115 ,171 ,0.000002 ,0.000011 ,0.000000064327485
assignment ,2164 ,2 ,0.000000 ,0.000001 ,0.000000500000000
assignment ,117 ,2736 ,0.000001 ,0.000507 ,0.000000185307018
assignment ,2166 ,2 ,0.000000 ,0.000000 ,0.000000000000000
assignment ,361 ,41040 ,0.000002 ,0.002941 ,0.000000071661793
assignment ,2168 ,2 ,0.000000 ,0.000001 ,0.000000500000000
var_decl ,20 ,171 ,0.000003 ,0.000069 ,0.000000403508772
assignment ,2170 ,2 ,0.000001 ,0.000001 ,0.000000500000000
assignment ,123 ,2736 ,0.000002 ,0.000244 ,0.000000089181287
assignment ,2172 ,2 ,0.000000 ,0.000000 ,0.000000000000000
assignment ,2174 ,2 ,0.000001 ,0.000001 ,0.000000500000000
assignment ,127 ,2736 ,0.000000 ,0.000058 ,0.000000021198830
assignment ,2176 ,2 ,0.000000 ,0.000001 ,0.000000500000000
assignment ,2178 ,2 ,0.000000 ,0.000000 ,0.000000000000000
prop_setter ,131 ,2736 ,0.000018 ,0.003670 ,0.000001341374269
assignment ,2180 ,2 ,0.000001 ,0.000001 ,0.000000500000000
assignment ,22 ,171 ,0.000001 ,0.000039 ,0.000000228070175
assignment ,2182 ,2 ,0.000000 ,0.000001 ,0.000000500000000
multiplication ,135 ,2907 ,0.000001 ,0.000422 ,0.000000145166839
assignment ,2184 ,2 ,0.000000 ,0.000000 ,0.000000000000000
is_true_jmp_up ,137 ,342 ,0.000001 ,0.000019 ,0.000000055555556
assignment ,2186 ,2 ,0.000000 ,0.000000 ,0.000000000000000
func_decl_n ,139 ,1 ,0.000036 ,0.000036 ,0.000036000000000
assignment ,2188 ,2 ,0.000001 ,0.000001 ,0.000000500000000
assignment ,2190 ,2 ,0.000000 ,0.000000 ,0.000000000000000
assignment ,2192 ,2 ,0.000000 ,0.000000 ,0.000000000000000
prop_getter ,24 ,171 ,0.000005 ,0.000037 ,0.000000216374269
assignment ,2194 ,2 ,0.000001 ,0.000001 ,0.000000500000000
var_decl ,147 ,2394 ,0.000002 ,0.000306 ,0.000000127819549
assignment ,2196 ,2 ,0.000000 ,0.000000 ,0.000000000000000
assignment ,149 ,2394 ,0.000002 ,0.000140 ,0.000000058479532
assignment ,2198 ,2 ,0.000000 ,0.000000 ,0.000000000000000
division ,25 ,171 ,0.000002 ,0.000039 ,0.000000228070175
assignment ,2200 ,2 ,0.000001 ,0.000001 ,0.000000500000000
is_true_jmp_up ,153 ,38304 ,0.000001 ,0.003728 ,0.000000097326650
assignment ,2202 ,2 ,0.000000 ,0.000000 ,0.000000000000000
prop_getter ,155 ,38304 ,0.000005 ,0.005098 ,0.000000133093150
assignment ,2204 ,1 ,0.000011 ,0.000011 ,0.000011000000000
assignment ,26 ,171 ,0.000001 ,0.000006 ,0.000000035087719
prop_setter ,158 ,38304 ,0.000005 ,0.012007 ,0.000000313465957
meta ,2207 ,1 ,0.000001 ,0.000001 ,0.000001000000000
assignment ,160 ,47880 ,0.000002 ,0.005074 ,0.000000105973266
assignment ,2209 ,2 ,0.000000 ,0.000001 ,0.000000500000000
is_true_jmp_up ,162 ,9576 ,0.000001 ,0.000996 ,0.000000104010025
assignment ,2211 ,2 ,0.000000 ,0.000000 ,0.000000000000000
assignment ,164 ,11970 ,0.000002 ,0.000468 ,0.000000039097744
assignment ,2213 ,2 ,0.000000 ,0.000001 ,0.000000500000000
meta ,2214 ,1 ,0.000000 ,0.000000 ,0.000000000000000
is_true_jmp_up ,167 ,4788 ,0.000002 ,0.000387 ,0.000000080827068
func_decl_n ,169 ,1 ,0.000059 ,0.000059 ,0.000059000000000
assignment ,2219 ,2 ,0.000001 ,0.000001 ,0.000000500000000
assignment ,2221 ,2 ,0.000000 ,0.000000 ,0.000000000000000
assignment ,2223 ,2 ,0.000000 ,0.000000 ,0.000000000000000
meta ,2224 ,1 ,0.000000 ,0.000000 ,0.000000000000000
var_decl ,177 ,2394 ,0.000002 ,0.001736 ,0.000000725146199
var_decl ,178 ,2394 ,0.000002 ,0.000179 ,0.000000074770259
meta ,2227 ,1 ,0.000000 ,0.000000 ,0.000000000000000
meta ,74 ,2223 ,0.000001 ,0.000124 ,0.000000055780477
assignment ,2229 ,2 ,0.000000 ,0.000000 ,0.000000000000000
assignment ,182 ,2394 ,0.000002 ,0.000183 ,0.000000076441103
assignment ,2231 ,2 ,0.000000 ,0.000000 ,0.000000000000000
assignment ,184 ,2394 ,0.000002 ,0.000172 ,0.000000071846282
assignment ,2233 ,2 ,0.000000 ,0.000000 ,0.000000000000000
meta ,2234 ,1 ,0.000000 ,0.000000 ,0.000000000000000
assignment ,187 ,7182 ,0.000002 ,0.007985 ,0.000001111807296
is_true_jmp_up ,188 ,28728 ,0.000001 ,0.007827 ,0.000000272451963
meta ,2237 ,1 ,0.000001 ,0.000001 ,0.000001000000000
assignment ,190 ,28728 ,0.000002 ,0.001174 ,0.000000040866054
assignment ,2239 ,2 ,0.000000 ,0.000000 ,0.000000000000000
remainder ,192 ,28728 ,0.000002 ,0.004005 ,0.000000139411028
assignment ,2241 ,2 ,0.000000 ,0.000000 ,0.000000000000000
prop_setter ,194 ,28728 ,0.000007 ,0.033612 ,0.000001170008354
assignment ,2243 ,2 ,0.000001 ,0.000001 ,0.000000500000000
meta ,2244 ,1 ,0.000000 ,0.000000 ,0.000000000000000
assignment ,197 ,35910 ,0.000001 ,0.001646 ,0.000000045836814
jmp_down ,211 ,9576 ,0.000004 ,0.004820 ,0.000000503341688
meta ,2247 ,1 ,0.000000 ,0.000000 ,0.000000000000000
assignment ,200 ,7182 ,0.000000 ,0.000066 ,0.000000009189641
assignment ,2249 ,2 ,0.000000 ,0.000001 ,0.000000500000000
is_true_jmp_up ,202 ,28728 ,0.000001 ,0.000336 ,0.000000011695906
assignment ,2251 ,2 ,0.000001 ,0.000001 ,0.000000500000000
prop_getter ,204 ,28728 ,0.000005 ,0.004106 ,0.000000142926761
assignment ,2253 ,2 ,0.000000 ,0.000000 ,0.000000000000000
meta ,2254 ,1 ,0.000001 ,0.000001 ,0.000001000000000
assignment ,207 ,35910 ,0.000002 ,0.000736 ,0.000000020495684
assignment ,208 ,35910 ,0.000001 ,0.000447 ,0.000000012447786
meta ,2257 ,1 ,0.000000 ,0.000000 ,0.000000000000000
is_true_jmp_up ,210 ,7182 ,0.000001 ,0.000144 ,0.000000020050125
assignment ,2259 ,2 ,0.000001 ,0.000001 ,0.000000500000000
assignment ,212 ,9576 ,0.000002 ,0.003185 ,0.000000332602339
assignment ,2261 ,2 ,0.000000 ,0.000000 ,0.000000000000000
less_than ,214 ,9576 ,0.000002 ,0.002300 ,0.000000240183793
assignment ,2263 ,2 ,0.000000 ,0.000000 ,0.000000000000000
meta ,2264 ,1 ,0.000000 ,0.000000 ,0.000000000000000
func_decl_n ,217 ,1 ,0.000124 ,0.000124 ,0.000124000000000
meta ,2267 ,1 ,0.000000 ,0.000000 ,0.000000000000000
assignment ,2269 ,2 ,0.000000 ,0.000000 ,0.000000000000000
assignment ,2271 ,2 ,0.000001 ,0.000001 ,0.000000500000000
var_decl ,224 ,2223 ,0.000002 ,0.000458 ,0.000000206027890
assignment ,2273 ,2 ,0.000000 ,0.000001 ,0.000000500000000
meta ,2274 ,1 ,0.000000 ,0.000000 ,0.000000000000000
var_decl ,227 ,2223 ,0.000001 ,0.000399 ,0.000000179487179
assignment ,228 ,2223 ,0.000000 ,0.000040 ,0.000000017993702
meta ,2277 ,1 ,0.000001 ,0.000001 ,0.000001000000000
is_true_jmp_up ,230 ,8892 ,0.000001 ,0.001584 ,0.000000178137652
assignment ,2279 ,2 ,0.000000 ,0.000000 ,0.000000000000000
meta ,232 ,8892 ,0.000000 ,0.000212 ,0.000000023841655
assignment ,2281 ,2 ,0.000000 ,0.000000 ,0.000000000000000
assignment ,234 ,8892 ,0.000002 ,0.001876 ,0.000000210976158
assignment ,2283 ,2 ,0.000001 ,0.000001 ,0.000000500000000
meta ,2284 ,1 ,0.000000 ,0.000000 ,0.000000000000000
assignment ,238 ,8892 ,0.000002 ,0.000861 ,0.000000096828610
meta ,2287 ,1 ,0.000000 ,0.000000 ,0.000000000000000
assignment ,76 ,2223 ,0.000001 ,0.000258 ,0.000000116059379
assignment ,2289 ,2 ,0.000000 ,0.000000 ,0.000000000000000
prop_getter ,242 ,35568 ,0.000004 ,0.010978 ,0.000000308648223
assignment ,2291 ,2 ,0.000001 ,0.000001 ,0.000000500000000
prop_setter ,244 ,35568 ,0.000018 ,0.009545 ,0.000000268359199
assignment ,2293 ,2 ,0.000000 ,0.000000 ,0.000000000000000
meta ,2294 ,1 ,0.000000 ,0.000000 ,0.000000000000000
assignment ,247 ,35568 ,0.000000 ,0.000502 ,0.000000014113810
b_and ,248 ,35568 ,0.000001 ,0.092152 ,0.000002590868196
meta ,2297 ,1 ,0.000000 ,0.000000 ,0.000000000000000
prop_getter ,250 ,17656 ,0.000004 ,0.003333 ,0.000000188774354
assignment ,2299 ,2 ,0.000000 ,0.000000 ,0.000000000000000
assignment ,252 ,17656 ,0.000000 ,0.000473 ,0.000000026789760
assignment ,2301 ,2 ,0.000000 ,0.000000 ,0.000000000000000
assignment ,254 ,17656 ,0.000002 ,0.002114 ,0.000000119732669
assignment ,2303 ,2 ,0.000001 ,0.000001 ,0.000000500000000
meta ,2304 ,1 ,0.000000 ,0.000000 ,0.000000000000000
is_false_jmp_down ,257 ,17912 ,0.000001 ,0.000185 ,0.000000010328272
prop_getter ,258 ,17912 ,0.000004 ,0.001892 ,0.000000105627512
meta ,2307 ,1 ,0.000000 ,0.000000 ,0.000000000000000
assignment ,260 ,17912 ,0.000001 ,0.000490 ,0.000000027355962
assignment ,2309 ,2 ,0.000000 ,0.000000 ,0.000000000000000
assignment ,262 ,35568 ,0.000001 ,0.000325 ,0.000000009137427
assignment ,2311 ,2 ,0.000000 ,0.000001 ,0.000000500000000
jmp_down ,264 ,44460 ,0.000003 ,0.009591 ,0.000000215721997
assignment ,2313 ,2 ,0.000001 ,0.000001 ,0.000000500000000
meta ,2314 ,1 ,0.000000 ,0.000000 ,0.000000000000000
less_than ,267 ,44460 ,0.000002 ,0.002416 ,0.000000054340981
assignment ,2316 ,1 ,0.000007 ,0.000007 ,0.000007000000000
assignment ,2317 ,1 ,0.000007 ,0.000007 ,0.000007000000000
assignment ,2318 ,1 ,0.000008 ,0.000008 ,0.000008000000000
assignment ,2319 ,1 ,0.000008 ,0.000008 ,0.000008000000000
assignment ,2320 ,1 ,0.000011 ,0.000011 ,0.000011000000000
assignment ,2321 ,1 ,0.000009 ,0.000009 ,0.000009000000000
assignment ,2322 ,1 ,0.000005 ,0.000005 ,0.000005000000000
b_xor ,275 ,8892 ,0.000001 ,0.000228 ,0.000000025641026
meta ,2324 ,1 ,0.000000 ,0.000000 ,0.000000000000000
assignment ,46 ,2736 ,0.000001 ,0.000714 ,0.000000260964912
assignment ,2326 ,2 ,0.000001 ,0.000004 ,0.000002000000000
assignment ,279 ,8892 ,0.000001 ,0.000076 ,0.000000008547009
prop_getter ,280 ,8892 ,0.000004 ,0.013033 ,0.000001465699505
b_xor ,281 ,8892 ,0.000001 ,0.000775 ,0.000000087156995
assignment ,282 ,8892 ,0.000001 ,0.000121 ,0.000000013607737
prop_getter ,283 ,8892 ,0.000004 ,0.001276 ,0.000000143499775
b_xor ,284 ,8892 ,0.000001 ,0.001466 ,0.000000164867296
prop_setter ,285 ,8892 ,0.000006 ,0.004913 ,0.000000552519118
assignment ,286 ,8892 ,0.000000 ,0.000074 ,0.000000008322087
prop_getter ,287 ,8892 ,0.000004 ,0.001545 ,0.000000173751687
assignment ,288 ,8892 ,0.000000 ,0.000119 ,0.000000013382816
assignment ,48 ,2736 ,0.000002 ,0.000194 ,0.000000070906433
assignment ,290 ,8892 ,0.000001 ,0.000312 ,0.000000035087719
prop_getter ,291 ,8892 ,0.000004 ,0.004744 ,0.000000533513270
b_xor ,292 ,8892 ,0.000001 ,0.001897 ,0.000000213337832
assignment ,293 ,8892 ,0.000001 ,0.000544 ,0.000000061178587
prop_getter ,294 ,8892 ,0.000004 ,0.000397 ,0.000000044646874
b_xor ,295 ,8892 ,0.000001 ,0.000962 ,0.000000108187135
assignment ,296 ,8892 ,0.000000 ,0.000214 ,0.000000024066577
prop_getter ,297 ,8892 ,0.000004 ,0.002628 ,0.000000295546559
b_xor ,298 ,8892 ,0.000001 ,0.000101 ,0.000000011358525
assignment ,299 ,8892 ,0.000001 ,0.000133 ,0.000000014957265
meta ,78 ,2223 ,0.000001 ,0.000029 ,0.000000013045434
b_xor ,301 ,8892 ,0.000001 ,0.002116 ,0.000000237966712
prop_setter ,302 ,8892 ,0.000005 ,0.000857 ,0.000000096378767
assignment ,303 ,8892 ,0.000000 ,0.000129 ,0.000000014507422
prop_getter ,304 ,8892 ,0.000004 ,0.000471 ,0.000000052968961
assignment ,305 ,8892 ,0.000000 ,0.000829 ,0.000000093229870
prop_getter ,306 ,8892 ,0.000004 ,0.001473 ,0.000000165654521
assignment ,307 ,8892 ,0.000001 ,0.000153 ,0.000000017206478
prop_getter ,308 ,8892 ,0.000004 ,0.002051 ,0.000000230656770
b_xor ,309 ,8892 ,0.000001 ,0.000619 ,0.000000069613135
assignment ,310 ,8892 ,0.000001 ,0.000156 ,0.000000017543860
prop_getter ,311 ,8892 ,0.000004 ,0.002044 ,0.000000229869546
b_xor ,312 ,8892 ,0.000001 ,0.001586 ,0.000000178362573
assignment ,52 ,2736 ,0.000000 ,0.000059 ,0.000000021564327
prop_getter ,314 ,8892 ,0.000004 ,0.000922 ,0.000000103688709
b_xor ,315 ,8892 ,0.000001 ,0.000792 ,0.000000089068826
assignment ,316 ,8892 ,0.000001 ,0.000560 ,0.000000062977958
prop_getter ,317 ,8892 ,0.000004 ,0.000628 ,0.000000070625281
b_xor ,318 ,8892 ,0.000001 ,0.000302 ,0.000000033963113
prop_setter ,319 ,8892 ,0.000006 ,0.001970 ,0.000000221547458
assignment ,320 ,8892 ,0.000001 ,0.000151 ,0.000000016981556
prop_getter ,321 ,8892 ,0.000004 ,0.000851 ,0.000000095704004
assignment ,322 ,8892 ,0.000000 ,0.000174 ,0.000000019568151
prop_getter ,323 ,8892 ,0.000004 ,0.000559 ,0.000000062865497
assignment ,324 ,8892 ,0.000000 ,0.001436 ,0.000000161493477
prop_getter ,325 ,8892 ,0.000004 ,0.002099 ,0.000000236054881
b_xor ,326 ,8892 ,0.000001 ,0.000353 ,0.000000039698605
assignment ,327 ,8892 ,0.000000 ,0.000857 ,0.000000096378767
prop_getter ,328 ,8892 ,0.000004 ,0.003299 ,0.000000371007647
b_xor ,329 ,8892 ,0.000001 ,0.000818 ,0.000000091992803
assignment ,330 ,8892 ,0.000001 ,0.000068 ,0.000000007647323
prop_getter ,331 ,8892 ,0.000004 ,0.017060 ,0.000001918578498
b_xor ,332 ,8892 ,0.000001 ,0.000120 ,0.000000013495277
assignment ,333 ,8892 ,0.000001 ,0.000553 ,0.000000062190733
prop_getter ,334 ,8892 ,0.000004 ,0.002637 ,0.000000296558704
b_xor ,335 ,8892 ,0.000001 ,0.000567 ,0.000000063765182
prop_setter ,336 ,8892 ,0.000005 ,0.009215 ,0.000001036324786
prop_setter ,56 ,2736 ,0.000015 ,0.001580 ,0.000000577485380
assignment ,338 ,11115 ,0.000002 ,0.000493 ,0.000000044354476
assignment ,339 ,11115 ,0.000000 ,0.000178 ,0.000000016014395
less_than ,340 ,11115 ,0.000002 ,0.000760 ,0.000000068376068
is_true_jmp_up ,341 ,4446 ,0.000001 ,0.000233 ,0.000000052406658
func_decl_n ,343 ,1 ,0.000037 ,0.000037 ,0.000037000000000
is_true_jmp_up ,740 ,336 ,0.000001 ,0.000049 ,0.000000145833333
assignment ,58 ,2907 ,0.000001 ,0.000151 ,0.000000051943584
var_decl ,352 ,2565 ,0.000002 ,0.000412 ,0.000000160623782
var_decl ,353 ,2565 ,0.000002 ,0.000629 ,0.000000245224172
assignment ,354 ,2565 ,0.000001 ,0.000148 ,0.000000057699805
assignment ,355 ,2565 ,0.000002 ,0.000507 ,0.000000197660819
is_true_jmp_up ,356 ,10260 ,0.000001 ,0.003007 ,0.000000293079922
assignment ,357 ,10260 ,0.000000 ,0.000564 ,0.000000054970760
assignment ,358 ,10260 ,0.000002 ,0.000966 ,0.000000094152047
is_true_jmp_up ,359 ,41040 ,0.000001 ,0.025546 ,0.000000622465887
prop_getter ,360 ,41040 ,0.000004 ,0.002309 ,0.000000056262183
multiplication ,60 ,2907 ,0.000001 ,0.000122 ,0.000000041967664
assignment ,362 ,41040 ,0.000000 ,0.000706 ,0.000000017202729
multiplication ,363 ,41040 ,0.000001 ,0.015709 ,0.000000382772904
addition ,364 ,41040 ,0.000003 ,0.001556 ,0.000000037914230
prop_getter ,365 ,41040 ,0.000003 ,0.016880 ,0.000000411306043
prop_getter ,366 ,41040 ,0.000004 ,0.007210 ,0.000000175682261
prop_getter ,367 ,41040 ,0.000004 ,0.009916 ,0.000000241617934
b_xor ,368 ,41040 ,0.000001 ,0.003226 ,0.000000078606238
prop_setter ,369 ,41040 ,0.000005 ,0.002631 ,0.000000064108187
jmp_down ,370 ,51300 ,0.000004 ,0.003259 ,0.000000063528265
assignment ,371 ,51300 ,0.000002 ,0.075010 ,0.000001462183236
less_than ,372 ,51300 ,0.000002 ,0.002928 ,0.000000057076023
is_true_jmp_up ,62 ,171 ,0.000001 ,0.000003 ,0.000000017543860
jmp_down ,374 ,12825 ,0.000004 ,0.010179 ,0.000000793684211
assignment ,375 ,12825 ,0.000002 ,0.001296 ,0.000000101052632
assignment ,376 ,12825 ,0.000000 ,0.000158 ,0.000000012319688
less_than ,377 ,12825 ,0.000002 ,0.000993 ,0.000000077426901
is_true_jmp_up ,378 ,5130 ,0.000001 ,0.000122 ,0.000000023781676
is_true_jmp_up ,1087 ,85 ,0.000001 ,0.000002 ,0.000000023529412
func_decl_n ,380 ,1 ,0.000039 ,0.000039 ,0.000039000000000
assignment ,685 ,4 ,0.000004 ,0.000005 ,0.000001250000000
meta ,64 ,171 ,0.000000 ,0.000001 ,0.000000005847953
var_decl ,386 ,4 ,0.000002 ,0.000003 ,0.000000750000000
var_decl ,387 ,4 ,0.000003 ,0.000027 ,0.000006750000000
var_decl ,388 ,4 ,0.000001 ,0.000006 ,0.000001500000000
var_decl ,389 ,4 ,0.000001 ,0.000016 ,0.000004000000000
var_decl ,390 ,4 ,0.000003 ,0.000004 ,0.000001000000000
var_decl ,391 ,4 ,0.000001 ,0.000003 ,0.000000750000000
var_decl ,392 ,4 ,0.000002 ,0.000007 ,0.000001750000000
var_decl ,393 ,4 ,0.000003 ,0.000017 ,0.000004250000000
assignment ,394 ,4 ,0.000001 ,0.000001 ,0.000000250000000
assignment ,395 ,4 ,0.000001 ,0.000002 ,0.000000500000000
assignment ,396 ,4 ,0.000001 ,0.000002 ,0.000000500000000
prop_getter ,397 ,4 ,0.000004 ,0.000012 ,0.000003000000000
assignment ,398 ,4 ,0.000001 ,0.000001 ,0.000000250000000
division ,399 ,4 ,0.000002 ,0.000016 ,0.000004000000000
assignment ,400 ,4 ,0.000003 ,0.000004 ,0.000001000000000
assignment ,401 ,4 ,0.000003 ,0.000004 ,0.000001000000000
assignment ,402 ,4 ,0.000001 ,0.000001 ,0.000000250000000
addition ,403 ,4 ,0.000002 ,0.000007 ,0.000001750000000
assignment ,404 ,4 ,0.000001 ,0.000002 ,0.000000500000000
prop_setter ,1056 ,85 ,0.000013 ,0.000077 ,0.000000905882353
assignment ,407 ,4 ,0.000001 ,0.000002 ,0.000000500000000
assignment ,408 ,4 ,0.000000 ,0.000001 ,0.000000250000000
addition ,409 ,4 ,0.000002 ,0.000016 ,0.000004000000000
multiplication ,410 ,8 ,0.000000 ,0.000002 ,0.000000250000000
assignment ,412 ,4 ,0.000001 ,0.000002 ,0.000000500000000
meta ,414 ,4 ,0.000000 ,0.000001 ,0.000000250000000
assignment ,416 ,4 ,0.000003 ,0.000004 ,0.000001000000000
assignment ,417 ,4 ,0.000001 ,0.000001 ,0.000000250000000
assignment ,418 ,4 ,0.000001 ,0.000002 ,0.000000500000000
is_true_jmp_up ,419 ,32 ,0.000001 ,0.000002 ,0.000000062500000
meta ,82 ,2223 ,0.000000 ,0.000019 ,0.000000008547009
assignment ,70 ,171 ,0.000000 ,0.000002 ,0.000000011695906
multiplication ,422 ,32 ,0.000002 ,0.000005 ,0.000000156250000
prop_getter ,423 ,64 ,0.000000 ,0.000114 ,0.000001781250000
assignment ,425 ,32 ,0.000000 ,0.000001 ,0.000000031250000
multiplication ,426 ,32 ,0.000002 ,0.000004 ,0.000000125000000
assignment ,427 ,32 ,0.000001 ,0.000001 ,0.000000031250000
addition ,428 ,32 ,0.000002 ,0.000004 ,0.000000125000000
prop_getter ,429 ,64 ,0.000001 ,0.000074 ,0.000001156250000
assignment ,431 ,32 ,0.000001 ,0.000001 ,0.000000031250000
